At. num,Sp. Name,Ion Charge,El. Name,Isoel. Seq.,Ground Shells (a),Ground Config.,Ground Level,Prefix,Ionization Energy (b) (eV),Suffix,Uncertainty (c) (eV),References,
"=""47""","=""Ag XXII""","=""+21""","=""Silver""","=""Fe""","=""[Ar].3d8""","=""3d8""","=""3F<4>""","=""(""","=""1013""","="")""","=""4""","=""L8672c99""",
"=""47""","=""Ag XXIII""","=""+22""","=""Silver""","=""Mn""","=""[Ar].3d7""","=""3d7""","=""4F<9/2>""","=""(""","=""1082""","="")""","=""4""","=""L8672c99""",
"=""47""","=""Ag XXIV""","=""+23""","=""Silver""","=""Cr""","=""[Ar].3d6""","=""3d6""","=""5D<4>""","=""(""","=""1149""","="")""","=""4""","=""L8672c99""",
"=""47""","=""Ag XXV""","=""+24""","=""Silver""","=""V""","=""[Ar].3d5""","=""3d5""","=""6S<5/2>""","=""(""","=""1231""","="")""","=""4""","=""L8672c99""",
"=""47""","=""Ag XXVI""","=""+25""","=""Silver""","=""Ti""","=""[Ar].3d4""","=""3d4""","=""5D0""","=""(""","=""1308""","="")""","=""4""","=""L8672c99""",
"=""47""","=""Ag XXVII""","=""+26""","=""Silver""","=""Sc""","=""[Ar].3d3""","=""3d3""","=""4F<3/2>""","=""(""","=""1382""","="")""","=""4""","=""L8672c99""",
"=""47""","=""Ag XXVIII""","=""+27""","=""Silver""","=""Ca""","=""[Ar].3d2""","=""3d2""","=""3F<2>""","=""(""","=""1460""","="")""","=""4""","=""L8672c99""",
"=""47""","=""Ag XXIX""","=""+28""","=""Silver""","=""K""","=""[Ar].3d""","=""3d""","=""2D<3/2>""","=""(""","=""1535""","="")""","=""4""","=""L8672c99""",
"=""47""","=""Ag XXX""","=""+29""","=""Silver""","=""Ar""","=""[Ne].3s2.3p6""","=""3p6""","=""1S0""","=""[""","=""1747""","=""]""","=""5""","=""L11770""",
"=""47""","=""Ag XXXI""","=""+30""","=""Silver""","=""Cl""","=""[Ne].3s2.3p5""","=""3p5""","=""2P*<3/2>""","=""[""","=""1810.5""","=""]""","=""1.9""","=""L11770""",
"=""47""","=""Ag XXXII""","=""+31""","=""Silver""","=""S""","=""[Ne].3s2.3p4""","=""3p4""","=""3P<2>""","=""[""","=""1888.0""","=""]""","=""2.4""","=""L11770""",
"=""47""","=""Ag XXXIII""","=""+32""","=""Silver""","=""P""","=""[Ne].3s2.3p3""","=""3p3""","=""4S*<3/2>""","=""[""","=""1979""","=""]""","=""8""","=""L11770""",
"=""47""","=""Ag XXXIV""","=""+33""","=""Silver""","=""Si""","=""[Ne].3s2.3p2""","=""3p2""","=""3P0""","=""[""","=""2077""","=""]""","=""4""","=""L11770""",
"=""47""","=""Ag XXXV""","=""+34""","=""Silver""","=""Al""","=""[Ne].3s2.3p""","=""3p""","=""2P*<1/2>""","=""[""","=""2131""","=""]""","=""10""","=""L11770""",
"=""47""","=""Ag XXXVI""","=""+35""","=""Silver""","=""Mg""","=""[Ne].3s2""","=""3s2""","=""1S0""","=""[""","=""2302""","=""]""","=""3""","=""L11770""",
"=""47""","=""Ag XXXVII""","=""+36""","=""Silver""","=""Na""","=""[Ne].3s""","=""3s""","=""2S<1/2>""","=""[""","=""2371.99""","=""]""","=""0.07""","=""L11770""",
"=""47""","=""Ag XXXVIII""","=""+37""","=""Silver""","=""Ne""","=""1s2.2s2.2p6""","=""2p6""","=""1S0""","=""[""","=""5558""","=""]""","=""3""","=""L11770""",
"=""47""","=""Ag XXXIX""","=""+38""","=""Silver""","=""F""","=""1s2.2s2.2p5""","=""2p5""","=""2P*<3/2>""","=""[""","=""5753""","=""]""","=""9""","=""L11770""",
"=""47""","=""Ag XL""","=""+39""","=""Silver""","=""O""","=""1s2.2s2.2p4""","=""2p4""","=""3P<2>""","=""[""","=""5966""","=""]""","=""12""","=""L11770""",
"=""47""","=""Ag XLI""","=""+40""","=""Silver""","=""N""","=""1s2.2s2.2p3""","=""2p2<1/2>.2p<3/2>""","=""(0,3/2)*<3/2>""","=""[""","=""6170""","=""]""","=""40""","=""L11770""",
"=""47""","=""Ag XLII""","=""+41""","=""Silver""","=""C""","=""1s2.2s2.2p2""","=""2p2""","=""3P0""","=""[""","=""6551""","=""]""","=""7""","=""L11770""",
"=""47""","=""Ag XLIII""","=""+42""","=""Silver""","=""B""","=""1s2.2s2.2p""","=""2p""","=""2P*<1/2>""","=""[""","=""6785""","=""]""","=""5""","=""L11770""",
"=""47""","=""Ag XLIV""","=""+43""","=""Silver""","=""Be""","=""1s2.2s2""","=""2s2""","=""1S0""","=""[""","=""7082""","=""]""","=""7""","=""L11770""",
"=""47""","=""Ag XLV""","=""+44""","=""Silver""","=""Li""","=""1s2.2s""","=""1s2.2s""","=""2S<1/2>""","=""(""","=""7271.298""","="")""","=""0.024""","=""L16264c99""",
"=""47""","=""Ag XLVI""","=""+45""","=""Silver""","=""He""","=""1s2""","=""1s2""","=""1S0""","=""(""","=""30097.314""","="")""","=""0.015""","=""L21139""",
"=""47""","=""Ag XLVII""","=""+46""","=""Silver""","=""H""","=""1s""","=""1s""","=""2S<1/2>""","=""(""","=""30965.780""","="")""","=""0.007""","=""L19200""",
"=""48""","=""Cd I""","=""0""","=""Cadmium""","=""Cd""","=""[Kr].4d10.5s2""","=""4d10.5s2""","=""1S0""","=""""","=""8.993820""","=""""","=""0.000016""","=""L18843""",
"=""48""","=""Cd II""","=""+1""","=""Cadmium""","=""Ag""","=""[Kr].4d10.5s""","=""4d10.5s""","=""2S<1/2>""","=""""","=""16.908313""","=""""","=""0.000012""","=""L3540""",
"=""48""","=""Cd III""","=""+2""","=""Cadmium""","=""Pd""","=""[Kr].4d10""","=""4d10""","=""1S0""","=""""","=""37.468""","=""""","=""0.006""","=""L11384""",
"=""48""","=""Cd IV""","=""+3""","=""Cadmium""","=""Rh""","=""[Kr].4d9""","=""4d9""","=""2D<5/2>""","=""(""","=""51.0""","="")""","=""1.7""","=""L8672c99""",
"=""48""","=""Cd V""","=""+4""","=""Cadmium""","=""Ru""","=""[Kr].4d8""","=""4d8""","=""3F<4>""","=""(""","=""67.9""","="")""","=""1.9""","=""L8672c99""",
"=""48""","=""Cd VI""","=""+5""","=""Cadmium""","=""Tc""","=""[Kr].4d7""","=""4d7""","=""4F<9/2>""","=""(""","=""87.0""","="")""","=""2.0""","=""L8672c99""",
"=""48""","=""Cd VII""","=""+6""","=""Cadmium""","=""Mo""","=""[Kr].4d6""","=""4d6""","=""5D<4>""","=""(""","=""105.0""","="")""","=""2.0""","=""L8672c99""",
"=""48""","=""Cd VIII""","=""+7""","=""Cadmium""","=""Nb""","=""[Kr].4d5""","=""4d5""","=""6S<5/2>""","=""(""","=""130.1""","="")""","=""2.1""","=""L8672c99""",
"=""48""","=""Cd IX""","=""+8""","=""Cadmium""","=""Zr""","=""[Kr].4d4""","=""4d4""","=""5D0""","=""(""","=""150.0""","="")""","=""2.2""","=""L8672c99""",
"=""48""","=""Cd X""","=""+9""","=""Cadmium""","=""Y""","=""[Kr].4d3""","=""4d3""","=""4F<3/2>""","=""(""","=""173.0""","="")""","=""2.2""","=""L8672c99""",
"=""48""","=""Cd XI""","=""+10""","=""Cadmium""","=""Sr""","=""[Kr].4d2""","=""4d2""","=""3F<2>""","=""(""","=""195.0""","="")""","=""2.4""","=""L8672c99""",
"=""48""","=""Cd XII""","=""+11""","=""Cadmium""","=""Rb""","=""[Kr].4d""","=""4d""","=""2D<3/2>""","=""(""","=""218.0""","="")""","=""2.5""","=""L8672c99""",
"=""48""","=""Cd XIII""","=""+12""","=""Cadmium""","=""Kr""","=""[Ar].3d10.4s2.4p6""","=""4p6""","=""1S0""","=""(""","=""305""","="")""","=""3""","=""L8672c99""",
"=""48""","=""Cd XIV""","=""+13""","=""Cadmium""","=""Br""","=""[Ar].3d10.4s2.4p5""","=""4p5""","=""2P*<3/2>""","=""(""","=""329""","="")""","=""3""","=""L8672c99""",
"=""48""","=""Cd XV""","=""+14""","=""Cadmium""","=""Se""","=""[Ar].3d10.4s2.4p4""","=""4p4""","=""3P<2>""","=""(""","=""358""","="")""","=""3""","=""L8672c99""",
"=""48""","=""Cd XVI""","=""+15""","=""Cadmium""","=""As""","=""[Ar].3d10.4s2.4p3""","=""4p3""","=""4S*<3/2>""","=""(""","=""385""","="")""","=""3""","=""L8672c99""",
"=""48""","=""Cd XVII""","=""+16""","=""Cadmium""","=""Ge""","=""[Ar].3d10.4s2.4p2""","=""4p2""","=""3P0""","=""(""","=""421""","="")""","=""3""","=""L8672c99""",
"=""48""","=""Cd XVIII""","=""+17""","=""Cadmium""","=""Ga""","=""[Ar].3d10.4s2.4p""","=""4p""","=""2P*<1/2>""","=""[""","=""452.6""","=""]""","=""0.3""","=""L6833""",
"=""48""","=""Cd XIX""","=""+18""","=""Cadmium""","=""Zn""","=""[Ar].3d10.4s2""","=""4s2""","=""1S0""","=""(""","=""513""","="")""","=""3""","=""L8672c99""",
"=""48""","=""Cd XX""","=""+19""","=""Cadmium""","=""Cu""","=""[Ar].3d10.4s""","=""4s""","=""2S<1/2>""","=""[""","=""546.19""","=""]""","=""0.17""","=""L5953""",
"=""48""","=""Cd XXI""","=""+20""","=""Cadmium""","=""Ni""","=""[Ar].3d10""","=""3d10""","=""1S0""","=""(""","=""963""","="")""","=""4""","=""L8672c99""",
"=""48""","=""Cd XXII""","=""+21""","=""Cadmium""","=""Co""","=""[Ar].3d9""","=""3d9""","=""2D<5/2>""","=""(""","=""1026""","="")""","=""4""","=""L8672c99""",
"=""48""","=""Cd XXIII""","=""+22""","=""Cadmium""","=""Fe""","=""[Ar].3d8""","=""3d8""","=""3F<4>""","=""(""","=""1095""","="")""","=""4""","=""L8672c99""",
"=""48""","=""Cd XXIV""","=""+23""","=""Cadmium""","=""Mn""","=""[Ar].3d7""","=""3d7""","=""4F<9/2>""","=""(""","=""1167""","="")""","=""4""","=""L8672c99""",
"=""48""","=""Cd XXV""","=""+24""","=""Cadmium""","=""Cr""","=""[Ar].3d6""","=""3d6""","=""5D<4>""","=""(""","=""1237""","="")""","=""4""","=""L8672c99""",
"=""48""","=""Cd XXVI""","=""+25""","=""Cadmium""","=""V""","=""[Ar].3d5""","=""3d5""","=""6S<5/2>""","=""(""","=""1320""","="")""","=""4""","=""L8672c99""",
"=""48""","=""Cd XXVII""","=""+26""","=""Cadmium""","=""Ti""","=""[Ar].3d4""","=""3d4""","=""5D0""","=""(""","=""1401""","="")""","=""4""","=""L8672c99""",
"=""48""","=""Cd XXVIII""","=""+27""","=""Cadmium""","=""Sc""","=""[Ar].3d3""","=""3d3""","=""4F<3/2>""","=""(""","=""1477""","="")""","=""4""","=""L8672c99""",
"=""48""","=""Cd XXIX""","=""+28""","=""Cadmium""","=""Ca""","=""[Ar].3d2""","=""3d2""","=""3F<2>""","=""(""","=""1558""","="")""","=""4""","=""L8672c99""",
"=""48""","=""Cd XXX""","=""+29""","=""Cadmium""","=""K""","=""[Ar].3d""","=""3d""","=""2D<3/2>""","=""(""","=""1635""","="")""","=""4""","=""L8672c99""",
"=""48""","=""Cd XXXI""","=""+30""","=""Cadmium""","=""Ar""","=""[Ne].3s2.3p6""","=""3p6""","=""1S0""","=""[""","=""1852""","=""]""","=""5""","=""L11770""",
"=""48""","=""Cd XXXII""","=""+31""","=""Cadmium""","=""Cl""","=""[Ne].3s2.3p5""","=""3p5""","=""2P*<3/2>""","=""[""","=""1917.9""","=""]""","=""2.0""","=""L11770""",
"=""48""","=""Cd XXXIII""","=""+32""","=""Cadmium""","=""S""","=""[Ne].3s2.3p4""","=""3p4""","=""3P<2>""","=""[""","=""1998""","=""]""","=""3""","=""L11770""",
"=""48""","=""Cd XXXIV""","=""+33""","=""Cadmium""","=""P""","=""[Ne].3s2.3p3""","=""3p3""","=""4S*<3/2>""","=""[""","=""2091""","=""]""","=""8""","=""L11770""",
"=""48""","=""Cd XXXV""","=""+34""","=""Cadmium""","=""Si""","=""[Ne].3s2.3p2""","=""3p2""","=""3P0""","=""[""","=""2195""","=""]""","=""4""","=""L11770""",
"=""48""","=""Cd XXXVI""","=""+35""","=""Cadmium""","=""Al""","=""[Ne].3s2.3p""","=""3p""","=""2P*<1/2>""","=""[""","=""2250""","=""]""","=""10""","=""L11770""",
"=""48""","=""Cd XXXVII""","=""+36""","=""Cadmium""","=""Mg""","=""[Ne].3s2""","=""3s2""","=""1S0""","=""[""","=""2427""","=""]""","=""3""","=""L11770""",
"=""48""","=""Cd XXXVIII""","=""+37""","=""Cadmium""","=""Na""","=""[Ne].3s""","=""3s""","=""2S<1/2>""","=""[""","=""2498.62""","=""]""","=""0.08""","=""L11770""",
"=""48""","=""Cd XXXIX""","=""+38""","=""Cadmium""","=""Ne""","=""1s2.2s2.2p6""","=""2p6""","=""1S0""","=""[""","=""5839""","=""]""","=""3""","=""L11770""",
"=""48""","=""Cd XL""","=""+39""","=""Cadmium""","=""F""","=""1s2.2s2.2p5""","=""2p5""","=""2P*<3/2>""","=""[""","=""6039""","=""]""","=""9""","=""L11770""",
"=""48""","=""Cd XLI""","=""+40""","=""Cadmium""","=""O""","=""1s2.2s2.2p4""","=""2p4""","=""3P<2>""","=""[""","=""6257""","=""]""","=""12""","=""L11770""",
"=""48""","=""Cd XLII""","=""+41""","=""Cadmium""","=""N""","=""1s2.2s2.2p3""","=""2p2<1/2>.2p<3/2>""","=""(0,3/2)*<3/2>""","=""[""","=""6460""","=""]""","=""40""","=""L11770""",
"=""48""","=""Cd XLIII""","=""+42""","=""Cadmium""","=""C""","=""1s2.2s2.2p2""","=""2p2""","=""3P0""","=""[""","=""6869""","=""]""","=""8""","=""L11770""",
"=""48""","=""Cd XLIV""","=""+43""","=""Cadmium""","=""B""","=""1s2.2s2.2p""","=""2p""","=""2P*<1/2>""","=""[""","=""7109""","=""]""","=""5""","=""L11770""",
"=""48""","=""Cd XLV""","=""+44""","=""Cadmium""","=""Be""","=""1s2.2s2""","=""2s2""","=""1S0""","=""[""","=""7414""","=""]""","=""7""","=""L11770""",
"=""48""","=""Cd XLVI""","=""+45""","=""Cadmium""","=""Li""","=""1s2.2s""","=""1s2.2s""","=""2S<1/2>""","=""(""","=""7607.95""","="")""","=""0.03""","=""L16264c99""",
"=""48""","=""Cd XLVII""","=""+46""","=""Cadmium""","=""He""","=""1s2""","=""1s2""","=""1S0""","=""(""","=""31451.070""","="")""","=""0.017""","=""L21139""",
"=""48""","=""Cd XLVIII""","=""+47""","=""Cadmium""","=""H""","=""1s""","=""1s""","=""2S<1/2>""","=""(""","=""32341.587""","="")""","=""0.009""","=""L19200""",
"=""49""","=""In I""","=""0""","=""Indium""","=""In""","=""[Cd].5p""","=""5s2.5p""","=""2P*<1/2>""","=""""","=""5.7863558""","=""""","=""0.0000005""","=""L21649""",
"=""49""","=""In II""","=""+1""","=""Indium""","=""Cd""","=""[Kr].4d10.5s2""","=""5s2""","=""1S0""","=""""","=""18.87041""","=""""","=""0.00003""","=""L18318""",
"=""49""","=""In III""","=""+2""","=""Indium""","=""Ag""","=""[Kr].4d10.5s""","=""4d10.5s""","=""2S<1/2>""","=""""","=""28.04415""","=""""","=""0.00012""","=""L4327""",
"=""49""","=""In IV""","=""+3""","=""Indium""","=""Pd""","=""[Kr].4d10""","=""4d10""","=""1S0""","=""""","=""55.45""","=""""","=""0.04""","=""L11384""",
"=""49""","=""In V""","=""+4""","=""Indium""","=""Rh""","=""[Kr].4d9""","=""4d9""","=""2D<5/2>""","=""[""","=""69.3""","=""]""","=""1.2""","=""L4316c99""",
"=""49""","=""In VI""","=""+5""","=""Indium""","=""Ru""","=""[Kr].4d8""","=""4d8""","=""3F<4>""","=""(""","=""90.0""","="")""","=""2.0""","=""L8672c99""",
"=""49""","=""In VII""","=""+6""","=""Indium""","=""Tc""","=""[Kr].4d7""","=""4d7""","=""4F<9/2>""","=""(""","=""109.0""","="")""","=""2.0""","=""L8672c99""",
"=""49""","=""In VIII""","=""+7""","=""Indium""","=""Mo""","=""[Kr].4d6""","=""4d6""","=""5D<4>""","=""(""","=""130.1""","="")""","=""2.1""","=""L8672c99""",
"=""49""","=""In IX""","=""+8""","=""Indium""","=""Nb""","=""[Kr].4d5""","=""4d5""","=""6S<5/2>""","=""(""","=""156.0""","="")""","=""2.2""","=""L8672c99""",
"=""49""","=""In X""","=""+9""","=""Indium""","=""Zr""","=""[Kr].4d4""","=""4d4""","=""5D0""","=""(""","=""178.0""","="")""","=""2.2""","=""L8672c99""",
"=""49""","=""In XI""","=""+10""","=""Indium""","=""Y""","=""[Kr].4d3""","=""4d3""","=""4F<3/2>""","=""(""","=""201.0""","="")""","=""2.4""","=""L8672c99""",
"=""49""","=""In XII""","=""+11""","=""Indium""","=""Sr""","=""[Kr].4d2""","=""4d2""","=""3F<2>""","=""(""","=""226.0""","="")""","=""2.5""","=""L8672c99""",
"=""49""","=""In XIII""","=""+12""","=""Indium""","=""Rb""","=""[Kr].4d""","=""4d""","=""2D<3/2>""","=""(""","=""249""","="")""","=""3""","=""L8672c99""",
"=""49""","=""In XIV""","=""+13""","=""Indium""","=""Kr""","=""[Ar].3d10.4s2.4p6""","=""4p6""","=""1S0""","=""(""","=""341""","="")""","=""3""","=""L8672c99""",
"=""49""","=""In XV""","=""+14""","=""Indium""","=""Br""","=""[Ar].3d10.4s2.4p5""","=""4p5""","=""2P*<3/2>""","=""(""","=""368""","="")""","=""3""","=""L8672c99""",
"=""49""","=""In XVI""","=""+15""","=""Indium""","=""Se""","=""[Ar].3d10.4s2.4p4""","=""4p4""","=""3P<2>""","=""(""","=""396""","="")""","=""3""","=""L8672c99""",
"=""49""","=""In XVII""","=""+16""","=""Indium""","=""As""","=""[Ar].3d10.4s2.4p3""","=""4p3""","=""4S*<3/2>""","=""(""","=""425""","="")""","=""3""","=""L8672c99""",
"=""49""","=""In XVIII""","=""+17""","=""Indium""","=""Ge""","=""[Ar].3d10.4s2.4p2""","=""4p2""","=""3P0""","=""(""","=""462""","="")""","=""3""","=""L8672c99""",
"=""49""","=""In XIX""","=""+18""","=""Indium""","=""Ga""","=""[Ar].3d10.4s2.4p""","=""4p""","=""2P*<1/2>""","=""[""","=""497.1""","=""]""","=""0.3""","=""L6833""",
"=""49""","=""In XX""","=""+19""","=""Indium""","=""Zn""","=""[Ar].3d10.4s2""","=""4s2""","=""1S0""","=""(""","=""560""","="")""","=""4""","=""L8672c99""",
"=""49""","=""In XXI""","=""+20""","=""Indium""","=""Cu""","=""[Ar].3d10.4s""","=""4s""","=""2S<1/2>""","=""[""","=""593.38""","=""]""","=""0.20""","=""L5953""",
"=""49""","=""In XXII""","=""+21""","=""Indium""","=""Ni""","=""[Ar].3d10""","=""3d10""","=""1S0""","=""(""","=""1043""","="")""","=""4""","=""L8672c99""",
"=""49""","=""In XXIII""","=""+22""","=""Indium""","=""Co""","=""[Ar].3d9""","=""3d9""","=""2D<5/2>""","=""(""","=""1109""","="")""","=""4""","=""L8672c99""",
"=""49""","=""In XXIV""","=""+23""","=""Indium""","=""Fe""","=""[Ar].3d8""","=""3d8""","=""3F<4>""","=""(""","=""1181""","="")""","=""4""","=""L8672c99""",
"=""49""","=""In XXV""","=""+24""","=""Indium""","=""Mn""","=""[Ar].3d7""","=""3d7""","=""4F<9/2>""","=""(""","=""1255""","="")""","=""4""","=""L8672c99""",
"=""49""","=""In XXVI""","=""+25""","=""Indium""","=""Cr""","=""[Ar].3d6""","=""3d6""","=""5D<4>""","=""(""","=""1328""","="")""","=""4""","=""L8672c99""",
"=""49""","=""In XXVII""","=""+26""","=""Indium""","=""V""","=""[Ar].3d5""","=""3d5""","=""6S<5/2>""","=""(""","=""1413""","="")""","=""4""","=""L8672c99""",
"=""49""","=""In XXVIII""","=""+27""","=""Indium""","=""Ti""","=""[Ar].3d4""","=""3d4""","=""5D0""","=""(""","=""1496""","="")""","=""4""","=""L8672c99""",
"=""49""","=""In XXIX""","=""+28""","=""Indium""","=""Sc""","=""[Ar].3d3""","=""3d3""","=""4F<3/2>""","=""(""","=""1575""","="")""","=""4""","=""L8672c99""",
"=""49""","=""In XXX""","=""+29""","=""Indium""","=""Ca""","=""[Ar].3d2""","=""3d2""","=""3F<2>""","=""(""","=""1659""","="")""","=""4""","=""L8672c99""",
"=""49""","=""In XXXI""","=""+30""","=""Indium""","=""K""","=""[Ar].3d""","=""3d""","=""2D<3/2>""","=""(""","=""1738""","="")""","=""4""","=""L8672c99""",
"=""49""","=""In XXXII""","=""+31""","=""Indium""","=""Ar""","=""[Ne].3s2.3p6""","=""3p6""","=""1S0""","=""[""","=""1961""","=""]""","=""5""","=""L11770""",
"=""49""","=""In XXXIII""","=""+32""","=""Indium""","=""Cl""","=""[Ne].3s2.3p5""","=""3p5""","=""2P*<3/2>""","=""[""","=""2028.5""","=""]""","=""2.1""","=""L11770""",
"=""49""","=""In XXXIV""","=""+33""","=""Indium""","=""S""","=""[Ne].3s2.3p4""","=""3p4""","=""3P<2>""","=""[""","=""2111""","=""]""","=""3""","=""L11770""",
"=""49""","=""In XXXV""","=""+34""","=""Indium""","=""P""","=""[Ne].3s2.3p3""","=""3p3""","=""4S*<3/2>""","=""[""","=""2207""","=""]""","=""8""","=""L11770""",
"=""49""","=""In XXXVI""","=""+35""","=""Indium""","=""Si""","=""[Ne].3s2.3p2""","=""3p2""","=""3P0""","=""[""","=""2317""","=""]""","=""5""","=""L11770""",
"=""49""","=""In XXXVII""","=""+36""","=""Indium""","=""Al""","=""[Ne].3s2.3p""","=""3p""","=""2P*<1/2>""","=""[""","=""2373""","=""]""","=""11""","=""L11770""",
"=""49""","=""In XXXVIII""","=""+37""","=""Indium""","=""Mg""","=""[Ne].3s2""","=""3s2""","=""1S0""","=""[""","=""2555""","=""]""","=""3""","=""L11770""",
"=""49""","=""In XXXIX""","=""+38""","=""Indium""","=""Na""","=""[Ne].3s""","=""3s""","=""2S<1/2>""","=""[""","=""2628.77""","=""]""","=""0.08""","=""L11770""",
"=""49""","=""In XL""","=""+39""","=""Indium""","=""Ne""","=""1s2.2s2.2p6""","=""2p6""","=""1S0""","=""[""","=""6126""","=""]""","=""3""","=""L11770""",
"=""49""","=""In XLI""","=""+40""","=""Indium""","=""F""","=""1s2.2s2.2p5""","=""2p5""","=""2P*<3/2>""","=""[""","=""6331""","=""]""","=""10""","=""L11770""",
"=""49""","=""In XLII""","=""+41""","=""Indium""","=""O""","=""1s2.2s2.2p4""","=""2p4""","=""3P<2>""","=""[""","=""6554""","=""]""","=""13""","=""L11770""",
"=""49""","=""In XLIII""","=""+42""","=""Indium""","=""N""","=""1s2.2s2.2p3""","=""2p2<1/2>.2p<3/2>""","=""(0,3/2)*<3/2>""","=""[""","=""6770""","=""]""","=""50""","=""L11770""",
"=""49""","=""In XLIV""","=""+43""","=""Indium""","=""C""","=""1s2.2s2.2p2""","=""2p2""","=""3P0""","=""[""","=""7196""","=""]""","=""8""","=""L11770""",
"=""49""","=""In XLV""","=""+44""","=""Indium""","=""B""","=""1s2.2s2.2p""","=""2p""","=""2P*<1/2>""","=""[""","=""7442""","=""]""","=""6""","=""L11770""",
"=""49""","=""In XLVI""","=""+45""","=""Indium""","=""Be""","=""1s2.2s2""","=""2s2""","=""1S0""","=""[""","=""7754""","=""]""","=""7""","=""L11770""",
"=""49""","=""In XLVII""","=""+46""","=""Indium""","=""Li""","=""1s2.2s""","=""1s2.2s""","=""2S<1/2>""","=""(""","=""7953.14""","="")""","=""0.03""","=""L16264c99""",
"=""49""","=""In XLVIII""","=""+47""","=""Indium""","=""He""","=""1s2""","=""1s2""","=""1S0""","=""(""","=""32837.593""","="")""","=""0.019""","=""L21139""",
"=""49""","=""In XLIX""","=""+48""","=""Indium""","=""H""","=""1s""","=""1s""","=""2S<1/2>""","=""(""","=""33750.404""","="")""","=""0.010""","=""L19200""",
"=""50""","=""Sn I""","=""0""","=""Tin""","=""Sn""","=""[Cd].5p2""","=""5s2.5p2""","=""3P0""","=""""","=""7.343918""","=""""","=""0.000012""","=""L3936""",
"=""50""","=""Sn II""","=""+1""","=""Tin""","=""In""","=""[Cd].5p""","=""5s2.5p""","=""2P*<1/2>""","=""""","=""14.63307""","=""""","=""0.00009""","=""L18891""",
"=""50""","=""Sn III""","=""+2""","=""Tin""","=""Cd""","=""[Kr].4d10.5s2""","=""4d10.5s2""","=""1S0""","=""""","=""30.506""","=""""","=""0.003""","=""L18161""",
"=""50""","=""Sn IV""","=""+3""","=""Tin""","=""Ag""","=""[Kr].4d10.5s""","=""4d10.5s""","=""2S<1/2>""","=""""","=""40.74""","=""""","=""0.04""","=""L3466c99""",
"=""50""","=""Sn V""","=""+4""","=""Tin""","=""Pd""","=""[Kr].4d10""","=""4d10""","=""1S0""","=""""","=""77.03""","=""""","=""0.04""","=""L11384""",
"=""50""","=""Sn VI""","=""+5""","=""Tin""","=""Rh""","=""[Kr].4d9""","=""4d9""","=""2D<5/2>""","=""(""","=""94.0""","="")""","=""2.0""","=""L8672c99""",
"=""50""","=""Sn VII""","=""+6""","=""Tin""","=""Ru""","=""[Kr].4d8""","=""4d8""","=""3F<4>""","=""(""","=""112.9""","="")""","=""2.0""","=""L8672c99""",
"=""50""","=""Sn VIII""","=""+7""","=""Tin""","=""Tc""","=""[Kr].4d7""","=""4d7""","=""4F<9/2>""","=""(""","=""135.0""","="")""","=""2.1""","=""L8672c99""",
"=""50""","=""Sn IX""","=""+8""","=""Tin""","=""Mo""","=""[Kr].4d6""","=""4d6""","=""5D<4>""","=""(""","=""156.0""","="")""","=""2.2""","=""L8672c99""",
"=""50""","=""Sn X""","=""+9""","=""Tin""","=""Nb""","=""[Kr].4d5""","=""4d5""","=""6S<5/2>""","=""(""","=""184.0""","="")""","=""2.2""","=""L8672c99""",
"=""50""","=""Sn XI""","=""+10""","=""Tin""","=""Zr""","=""[Kr].4d4""","=""4d4""","=""5D0""","=""(""","=""208.0""","="")""","=""2.4""","=""L8672c99""",
"=""50""","=""Sn XII""","=""+11""","=""Tin""","=""Y""","=""[Kr].4d3""","=""4d3""","=""4F<3/2>""","=""(""","=""232.0""","="")""","=""2.5""","=""L8672c99""",
"=""50""","=""Sn XIII""","=""+12""","=""Tin""","=""Sr""","=""[Kr].4d2""","=""4d2""","=""3F<2>""","=""(""","=""258""","="")""","=""3""","=""L8672c99""",
"=""50""","=""Sn XIV""","=""+13""","=""Tin""","=""Rb""","=""[Kr].4d""","=""4d""","=""2D<3/2>""","=""(""","=""282""","="")""","=""3""","=""L8672c99""",
"=""50""","=""Sn XV""","=""+14""","=""Tin""","=""Kr""","=""[Ar].3d10.4s2.4p6""","=""4p6""","=""1S0""","=""(""","=""379""","="")""","=""3""","=""L8672c99""",
"=""50""","=""Sn XVI""","=""+15""","=""Tin""","=""Br""","=""[Ar].3d10.4s2.4p5""","=""4p5""","=""2P*<3/2>""","=""(""","=""407""","="")""","=""3""","=""L8672c99""",
"=""50""","=""Sn XVII""","=""+16""","=""Tin""","=""Se""","=""[Ar].3d10.4s2.4p4""","=""4p4""","=""3P<2>""","=""(""","=""437""","="")""","=""3""","=""L8672c99""",
"=""50""","=""Sn XVIII""","=""+17""","=""Tin""","=""As""","=""[Ar].3d10.4s2.4p3""","=""4p3""","=""4S*<3/2>""","=""(""","=""466""","="")""","=""3""","=""L8672c99""",
"=""50""","=""Sn XIX""","=""+18""","=""Tin""","=""Ge""","=""[Ar].3d10.4s2.4p2""","=""4p2""","=""3P0""","=""(""","=""506""","="")""","=""3""","=""L8672c99""",
"=""50""","=""Sn XX""","=""+19""","=""Tin""","=""Ga""","=""[Ar].3d10.4s2.4p""","=""4p""","=""2P*<1/2>""","=""(""","=""537""","="")""","=""4""","=""L8672c99""",
