At. num,Sp. Name,Ion Charge,El. Name,Isoel. Seq.,Ground Shells (a),Ground Config.,Ground Level,Prefix,Ionization Energy (b) (eV),Suffix,Uncertainty (c) (eV),References,
"=""80""","=""Hg LXX""","=""+69""","=""Mercury""","=""Na""","=""[Ne].3s""","=""3s""","=""2S<1/2>""","=""(""","=""8620""","="")""","=""50""","=""L8672c99""",
"=""80""","=""Hg LXXI""","=""+70""","=""Mercury""","=""Ne""","=""1s2.2s2.2p6""","=""2p6""","=""1S0""","=""(""","=""18550""","="")""","=""60""","=""L8672c99""",
"=""80""","=""Hg LXXII""","=""+71""","=""Mercury""","=""F""","=""1s2.2s2.2p5""","=""2p5""","=""2P*<3/2>""","=""(""","=""18910""","="")""","=""60""","=""L8672c99""",
"=""80""","=""Hg LXXIII""","=""+72""","=""Mercury""","=""O""","=""1s2.2s2.2p4""","=""2p4""","=""3P<2>""","=""(""","=""19310""","="")""","=""70""","=""L8672c99""",
"=""80""","=""Hg LXXIV""","=""+73""","=""Mercury""","=""N""","=""1s2.2s2.2p3""","=""2p2<1/2>.2p<3/2>""","=""(0,3/2)*<3/2>""","=""(""","=""19680""","="")""","=""90""","=""L8672c99""",
"=""80""","=""Hg LXXV""","=""+74""","=""Mercury""","=""C""","=""1s2.2s2.2p2""","=""2p2""","=""3P0""","=""(""","=""22120""","="")""","=""90""","=""L8672c99""",
"=""80""","=""Hg LXXVI""","=""+75""","=""Mercury""","=""B""","=""1s2.2s2.2p""","=""2p""","=""2P*<1/2>""","=""(""","=""22580""","="")""","=""100""","=""L8672c99""",
"=""80""","=""Hg LXXVII""","=""+76""","=""Mercury""","=""Be""","=""1s2.2s2""","=""2s2""","=""1S0""","=""(""","=""23170""","="")""","=""110""","=""L8672c99""",
"=""80""","=""Hg LXXVIII""","=""+77""","=""Mercury""","=""Li""","=""1s2.2s""","=""1s2.2s""","=""2S<1/2>""","=""(""","=""23544.1""","="")""","=""0.3""","=""L16264c99""",
"=""80""","=""Hg LXXIX""","=""+78""","=""Mercury""","=""He""","=""1s2""","=""1s2""","=""1S0""","=""(""","=""94124.7""","="")""","=""0.3""","=""L21139""",
"=""80""","=""Hg LXXX""","=""+79""","=""Mercury""","=""H""","=""1s""","=""1s""","=""2S<1/2>""","=""(""","=""95898.19""","="")""","=""0.22""","=""L19200""",
"=""81""","=""Tl I""","=""0""","=""Thallium""","=""Tl""","=""[Hg].6p""","=""6s2.6p""","=""2P*<1/2>""","=""""","=""6.1082873""","=""""","=""0.0000012""","=""L16353""",
"=""81""","=""Tl II""","=""+1""","=""Thallium""","=""Hg""","=""[Xe].4f14.5d10.6s2""","=""5d10.6s2""","=""1S0""","=""""","=""20.4283""","=""""","=""0.0006""","=""L3272""",
"=""81""","=""Tl III""","=""+2""","=""Thallium""","=""Au""","=""[Xe].4f14.5d10.6s""","=""5d10.6s""","=""2S<1/2>""","=""""","=""29.8520""","=""""","=""0.0006""","=""L3138""",
"=""81""","=""Tl IV""","=""+3""","=""Thallium""","=""Pt""","=""[Xe].4f14.5d10""","=""5d10""","=""1S0""","=""""","=""51.14""","=""""","=""0.04""","=""L1202""",
"=""81""","=""Tl V""","=""+4""","=""Thallium""","=""Ir""","=""[Xe].4f14.5d9""","=""5d9""","=""2D<5/2>""","=""""","=""62.6""","=""""","=""0.4""","=""L9528""",
"=""81""","=""Tl VI""","=""+5""","=""Thallium""","=""Os""","=""[Xe].4f14.5d8""","=""5d8""","=""3F<4>""","=""(""","=""80.0""","="")""","=""2.0""","=""L8672c99""",
"=""81""","=""Tl VII""","=""+6""","=""Thallium""","=""Re""","=""[Xe].4f14.5d7""","=""5d7""","=""4F<9/2>""","=""(""","=""97.9""","="")""","=""2.0""","=""L8672c99""",
"=""81""","=""Tl VIII""","=""+7""","=""Thallium""","=""W""","=""[Xe].4f14.5d6""","=""5d6""","=""5D<4>""","=""(""","=""116.0""","="")""","=""2.1""","=""L8672c99""",
"=""81""","=""Tl IX""","=""+8""","=""Thallium""","=""Ta""","=""[Xe].4f14.5d5""","=""5d5""","=""6S<5/2>""","=""(""","=""135.0""","="")""","=""2.2""","=""L8672c99""",
"=""81""","=""Tl X""","=""+9""","=""Thallium""","=""Hf""","=""[Xe].4f14.5d4""","=""5d4""","=""5D0""","=""(""","=""158.0""","="")""","=""2.2""","=""L8672c99""",
"=""81""","=""Tl XI""","=""+10""","=""Thallium""","=""Lu""","=""[Xe].4f14.5d3""","=""5d3""","=""4F<3/2>""","=""(""","=""177.0""","="")""","=""2.4""","=""L8672c99""",
"=""81""","=""Tl XII""","=""+11""","=""Thallium""","=""Yb""","=""[Xe].4f14.5d2""","=""5d2""","=""3F<2>""","=""(""","=""198.0""","="")""","=""2.5""","=""L8672c99""",
"=""81""","=""Tl XIII""","=""+12""","=""Thallium""","=""Tm""","=""[Xe].4f14.5d""","=""5d""","=""2D<3/2>""","=""[""","=""218.3""","=""]""","=""2.0""","=""L3654""",
"=""81""","=""Tl XIV""","=""+13""","=""Thallium""","=""Er""","=""[Xe].4f14""","=""4f14""","=""1S0""","=""[""","=""306.9""","=""]""","=""1.4""","=""L3654""",
"=""81""","=""Tl XV""","=""+14""","=""Thallium""","=""Ho""","=""[Cd].4f14.5p5""","=""4f14.5p5""","=""2P*<3/2>""","=""(""","=""340""","="")""","=""17""","=""L582""",
"=""81""","=""Tl XVI""","=""+15""","=""Thallium""","=""Dy""","=""[Cd].4f14.5p4""","=""4f14.5p4""","=""3P<2>""","=""(""","=""366""","="")""","=""19""","=""L582""",
"=""81""","=""Tl XVII""","=""+16""","=""Thallium""","=""Tb""","=""[Cd].4f14.5p3""","=""4f14.5p3""","=""2P*<3/2>""","=""(""","=""392""","="")""","=""20""","=""L582""",
"=""81""","=""Tl XVIII""","=""+17""","=""Thallium""","=""Gd""","=""[Cd].4f14.5p2""","=""4f14.5p2""","=""3P0""","=""(""","=""439""","="")""","=""22""","=""L582""",
"=""81""","=""Tl XIX""","=""+18""","=""Thallium""","=""Eu""","=""[Cd].4f14.5p""","=""4f14.5p""","=""2P*<1/2>""","=""(""","=""467""","="")""","=""24""","=""L582""",
"=""81""","=""Tl XX""","=""+19""","=""Thallium""","=""Sm""","=""[Cd].4f14""","=""4f14""","=""1S0""","=""(""","=""520""","="")""","=""30""","=""L582""",
"=""81""","=""Tl XXI""","=""+20""","=""Thallium""","=""Pm""","=""[Cd].4f13""","=""4f13.5s2""","=""2F*<7/2>""","=""(""","=""570""","="")""","=""30""","=""L582""",
"=""81""","=""Tl XXII""","=""+21""","=""Thallium""","=""Nd""","=""[Kr].4d10.4f13.5s""","=""4f13.5s""","=""*""","=""(""","=""600""","="")""","=""30""","=""L582""",
"=""81""","=""Tl XXIII""","=""+22""","=""Thallium""","=""Pr""","=""[Kr].4d10.4f13""","=""4f13""","=""2F*<7/2>""","=""(""","=""640""","="")""","=""30""","=""L582""",
"=""81""","=""Tl XXIV""","=""+23""","=""Thallium""","=""Ce""","=""[Kr].4d10.4f12""","=""4f12""","=""""","=""(""","=""700""","="")""","=""30""","=""L582""",
"=""81""","=""Tl XXV""","=""+24""","=""Thallium""","=""La""","=""[Kr].4d10.4f11""","=""4f11""","=""4I*<15/2>""","=""(""","=""760""","="")""","=""40""","=""L582""",
"=""81""","=""Tl XXVI""","=""+25""","=""Thallium""","=""Ba""","=""[Kr].4d10.4f10""","=""4f10""","=""5I<8>""","=""(""","=""820""","="")""","=""40""","=""L582""",
"=""81""","=""Tl XXVII""","=""+26""","=""Thallium""","=""Cs""","=""[Kr].4d10.4f9""","=""4f9""","=""6H*<15/2>""","=""(""","=""880""","="")""","=""40""","=""L582""",
"=""81""","=""Tl XXVIII""","=""+27""","=""Thallium""","=""Xe""","=""[Kr].4d10.4f8""","=""4f8""","=""7F<6>""","=""(""","=""930""","="")""","=""50""","=""L582""",
"=""81""","=""Tl XXIX""","=""+28""","=""Thallium""","=""I""","=""[Kr].4d10.4f7""","=""4f7""","=""8S*<7/2>""","=""(""","=""990""","="")""","=""50""","=""L582""",
"=""81""","=""Tl XXX""","=""+29""","=""Thallium""","=""Te""","=""[Kr].4d10.4f6""","=""4f6""","=""7F0""","=""(""","=""1060""","="")""","=""50""","=""L582""",
"=""81""","=""Tl XXXI""","=""+30""","=""Thallium""","=""Sb""","=""[Kr].4d10.4f5""","=""4f5""","=""6H*<5/2>""","=""(""","=""1110""","="")""","=""60""","=""L582""",
"=""81""","=""Tl XXXII""","=""+31""","=""Thallium""","=""Sn""","=""[Kr].4d10.4f4""","=""4f4""","=""5I<4>""","=""(""","=""1170""","="")""","=""60""","=""L582""",
"=""81""","=""Tl XXXIII""","=""+32""","=""Thallium""","=""In""","=""[Kr].4d10.4f3""","=""4f3""","=""4I*<9/2>""","=""(""","=""1230""","="")""","=""60""","=""L582""",
"=""81""","=""Tl XXXIV""","=""+33""","=""Thallium""","=""Cd""","=""[Kr].4d10.4f2""","=""4f2""","=""3H<4>""","=""(""","=""1290""","="")""","=""60""","=""L582""",
"=""81""","=""Tl XXXV""","=""+34""","=""Thallium""","=""Ag""","=""[Kr].4d10.4f""","=""4f""","=""2F*<5/2>""","=""(""","=""1350""","="")""","=""60""","=""L582""",
"=""81""","=""Tl XXXVI""","=""+35""","=""Thallium""","=""Pd""","=""[Kr].4d10""","=""4d10""","=""1S0""","=""(""","=""1625""","="")""","=""5""","=""L8672c99""",
"=""81""","=""Tl XXXVII""","=""+36""","=""Thallium""","=""Rh""","=""[Kr].4d9""","=""4d9""","=""2D<5/2>""","=""(""","=""1681""","="")""","=""5""","=""L8672c99""",
"=""81""","=""Tl XXXVIII""","=""+37""","=""Thallium""","=""Ru""","=""[Kr].4d8""","=""4d8""","=""3F<4>""","=""(""","=""1740""","="")""","=""4""","=""L8672c99""",
"=""81""","=""Tl XXXIX""","=""+38""","=""Thallium""","=""Tc""","=""[Kr].4d7""","=""4d7""","=""4F<9/2>""","=""(""","=""1802""","="")""","=""4""","=""L8672c99""",
"=""81""","=""Tl XL""","=""+39""","=""Thallium""","=""Mo""","=""[Kr].4d6""","=""4d6""","=""5D<4>""","=""(""","=""1862""","="")""","=""4""","=""L8672c99""",
"=""81""","=""Tl XLI""","=""+40""","=""Thallium""","=""Nb""","=""[Kr].4d5""","=""4d-4.4d+""","=""(0,5/2)<5/2>""","=""(""","=""1920""","="")""","=""4""","=""L8672c99""",
"=""81""","=""Tl XLII""","=""+41""","=""Thallium""","=""Zr""","=""[Kr].4d4""","=""4d4""","=""5D0""","=""(""","=""2014""","="")""","=""4""","=""L8672c99""",
"=""81""","=""Tl XLIII""","=""+42""","=""Thallium""","=""Y""","=""[Kr].4d3""","=""4d3""","=""4F<3/2>""","=""(""","=""2075""","="")""","=""4""","=""L8672c99""",
"=""81""","=""Tl XLIV""","=""+43""","=""Thallium""","=""Sr""","=""[Kr].4d2""","=""4d2""","=""3F<2>""","=""(""","=""2140""","="")""","=""4""","=""L8672c99""",
"=""81""","=""Tl XLV""","=""+44""","=""Thallium""","=""Rb""","=""[Kr].4d""","=""4d""","=""2D<3/2>""","=""(""","=""2202""","="")""","=""4""","=""L8672c99""",
"=""81""","=""Tl XLVI""","=""+45""","=""Thallium""","=""Kr""","=""[Ar].3d10.4s2.4p6""","=""4p6""","=""1S0""","=""(""","=""2447""","="")""","=""4""","=""L8672c99""",
"=""81""","=""Tl XLVII""","=""+46""","=""Thallium""","=""Br""","=""[Ar].3d10.4s2.4p5""","=""4p5""","=""2P*<3/2>""","=""(""","=""2508""","="")""","=""4""","=""L8672c99""",
"=""81""","=""Tl XLVIII""","=""+47""","=""Thallium""","=""Se""","=""[Ar].3d10.4s2.4p4""","=""4p4""","=""3P<2>""","=""(""","=""2574""","="")""","=""4""","=""L8672c99""",
"=""81""","=""Tl XLIX""","=""+48""","=""Thallium""","=""As""","=""[Ar].3d10.4s2.4p3""","=""4p-2.4p+""","=""(0,3/2)*<3/2>""","=""(""","=""2635""","="")""","=""4""","=""L8672c99""",
"=""81""","=""Tl L""","=""+49""","=""Thallium""","=""Ge""","=""[Ar].3d10.4s2.4p2""","=""4p2""","=""3P0""","=""(""","=""2854""","="")""","=""4""","=""L8672c99""",
"=""81""","=""Tl LI""","=""+50""","=""Thallium""","=""Ga""","=""[Ar].3d10.4s2.4p""","=""4p""","=""2P*<1/2>""","=""(""","=""2925""","="")""","=""4""","=""L8672c99""",
"=""81""","=""Tl LII""","=""+51""","=""Thallium""","=""Zn""","=""[Ar].3d10.4s2""","=""4s2""","=""1S0""","=""(""","=""3094""","="")""","=""4""","=""L8672c99""",
"=""81""","=""Tl LIII""","=""+52""","=""Thallium""","=""Cu""","=""[Ar].3d10.4s""","=""4s""","=""2S<1/2>""","=""[""","=""3164.7""","=""]""","=""1.9""","=""L10278""",
"=""81""","=""Tl LIV""","=""+53""","=""Thallium""","=""Ni""","=""[Ar].3d10""","=""3d10""","=""1S0""","=""(""","=""5234""","="")""","=""5""","=""L8672c99""",
"=""81""","=""Tl LV""","=""+54""","=""Thallium""","=""Co""","=""[Ar].3d9""","=""3d9""","=""2D<5/2>""","=""(""","=""5371""","="")""","=""5""","=""L8672c99""",
"=""81""","=""Tl LVI""","=""+55""","=""Thallium""","=""Fe""","=""[Ar].3d8""","=""3d8""","=""3F<4>""","=""(""","=""5518""","="")""","=""5""","=""L8672c99""",
"=""81""","=""Tl LVII""","=""+56""","=""Thallium""","=""Mn""","=""[Ar].3d7""","=""3d7""","=""4F<9/2>""","=""(""","=""5674""","="")""","=""5""","=""L8672c99""",
"=""81""","=""Tl LVIII""","=""+57""","=""Thallium""","=""Cr""","=""[Ar].3d6""","=""3d-4.3d+2""","=""(0,4)<4>""","=""(""","=""5824""","="")""","=""6""","=""L8672c99""",
"=""81""","=""Tl LIX""","=""+58""","=""Thallium""","=""V""","=""[Ar].3d5""","=""3d-4.3d+""","=""(0,5/2)<5/2>""","=""(""","=""5969""","="")""","=""6""","=""L8672c99""",
"=""81""","=""Tl LX""","=""+59""","=""Thallium""","=""Ti""","=""[Ar].3d4""","=""3d4""","=""5D0""","=""(""","=""6241""","="")""","=""7""","=""L8672c99""",
"=""81""","=""Tl LXI""","=""+60""","=""Thallium""","=""Sc""","=""[Ar].3d3""","=""3d3""","=""4F<3/2>""","=""(""","=""6392""","="")""","=""10""","=""L8672c99""",
"=""81""","=""Tl LXII""","=""+61""","=""Thallium""","=""Ca""","=""[Ar].3d2""","=""3d2""","=""3F<2>""","=""(""","=""6560""","="")""","=""12""","=""L8672c99""",
"=""81""","=""Tl LXIII""","=""+62""","=""Thallium""","=""K""","=""[Ar].3d""","=""3d""","=""2D<3/2>""","=""(""","=""6714""","="")""","=""15""","=""L8672c99""",
"=""81""","=""Tl LXIV""","=""+63""","=""Thallium""","=""Ar""","=""[Ne].3s2.3p6""","=""3p6""","=""1S0""","=""(""","=""7146""","="")""","=""19""","=""L8672c99""",
"=""81""","=""Tl LXV""","=""+64""","=""Thallium""","=""Cl""","=""[Ne].3s2.3p5""","=""3p5""","=""2P*<3/2>""","=""(""","=""7281""","="")""","=""24""","=""L8672c99""",
"=""81""","=""Tl LXVI""","=""+65""","=""Thallium""","=""S""","=""[Ne].3s2.3p4""","=""3p4""","=""3P<2>""","=""(""","=""7430""","="")""","=""30""","=""L8672c99""",
"=""81""","=""Tl LXVII""","=""+66""","=""Thallium""","=""P""","=""[Ne].3s2.3p3""","=""3p3""","=""2P*<3/2>""","=""(""","=""7570""","="")""","=""40""","=""L8672c99""",
"=""81""","=""Tl LXVIII""","=""+67""","=""Thallium""","=""Si""","=""[Ne].3s2.3p2""","=""3p2""","=""3P0""","=""(""","=""8260""","="")""","=""40""","=""L8672c99""",
"=""81""","=""Tl LXIX""","=""+68""","=""Thallium""","=""Al""","=""[Ne].3s2.3p""","=""3p""","=""2P*<1/2>""","=""(""","=""8420""","="")""","=""50""","=""L8672c99""",
"=""81""","=""Tl LXX""","=""+69""","=""Thallium""","=""Mg""","=""[Ne].3s2""","=""3s2""","=""1S0""","=""(""","=""8730""","="")""","=""50""","=""L8672c99""",
"=""81""","=""Tl LXXI""","=""+70""","=""Thallium""","=""Na""","=""[Ne].3s""","=""3s""","=""2S<1/2>""","=""(""","=""8880""","="")""","=""60""","=""L8672c99""",
"=""81""","=""Tl LXXII""","=""+71""","=""Thallium""","=""Ne""","=""1s2.2s2.2p6""","=""2p6""","=""1S0""","=""(""","=""19070""","="")""","=""60""","=""L8672c99""",
"=""81""","=""Tl LXXIII""","=""+72""","=""Thallium""","=""F""","=""1s2.2s2.2p5""","=""2p5""","=""2P*<3/2>""","=""(""","=""19440""","="")""","=""70""","=""L8672c99""",
"=""81""","=""Tl LXXIV""","=""+73""","=""Thallium""","=""O""","=""1s2.2s2.2p4""","=""2p4""","=""3P<2>""","=""(""","=""19840""","="")""","=""90""","=""L8672c99""",
"=""81""","=""Tl LXXV""","=""+74""","=""Thallium""","=""N""","=""1s2.2s2.2p3""","=""2p2<1/2>.2p<3/2>""","=""(0,3/2)*<3/2>""","=""(""","=""20210""","="")""","=""90""","=""L8672c99""",
"=""81""","=""Tl LXXVI""","=""+75""","=""Thallium""","=""C""","=""1s2.2s2.2p2""","=""2p2""","=""3P0""","=""(""","=""22780""","="")""","=""100""","=""L8672c99""",
"=""81""","=""Tl LXXVII""","=""+76""","=""Thallium""","=""B""","=""1s2.2s2.2p""","=""2p""","=""2P*<1/2>""","=""(""","=""23250""","="")""","=""110""","=""L8672c99""",
"=""81""","=""Tl LXXVIII""","=""+77""","=""Thallium""","=""Be""","=""1s2.2s2""","=""2s2""","=""1S0""","=""(""","=""23850""","="")""","=""120""","=""L8672c99""",
"=""81""","=""Tl LXXIX""","=""+78""","=""Thallium""","=""Li""","=""1s2.2s""","=""1s2.2s""","=""2S<1/2>""","=""(""","=""24234.1""","="")""","=""0.4""","=""L16264c99""",
"=""81""","=""Tl LXXX""","=""+79""","=""Thallium""","=""He""","=""1s2""","=""1s2""","=""1S0""","=""(""","=""96783.2""","="")""","=""0.3""","=""L21139""",
"=""81""","=""Tl LXXXI""","=""+80""","=""Thallium""","=""H""","=""1s""","=""1s""","=""2S<1/2>""","=""(""","=""98592.12""","="")""","=""0.25""","=""L19200""",
"=""82""","=""Pb I""","=""0""","=""Lead""","=""Pb""","=""[Hg].6p2""","=""6s2.6p2""","=""(1/2,1/2)0""","=""""","=""7.4166799""","=""""","=""0.0000006""","=""L11569""",
"=""82""","=""Pb II""","=""+1""","=""Lead""","=""Tl""","=""[Hg].6p""","=""6s2.6p""","=""2P*<1/2>""","=""""","=""15.032499""","=""""","=""0.000007""","=""L15205""",
"=""82""","=""Pb III""","=""+2""","=""Lead""","=""Hg""","=""[Xe].4f14.5d10.6s2""","=""5d10.6s2""","=""1S0""","=""""","=""31.9373""","=""""","=""0.0006""","=""L3466""",
"=""82""","=""Pb IV""","=""+3""","=""Lead""","=""Au""","=""[Xe].4f14.5d10.6s""","=""5d10.6s""","=""2S<1/2>""","=""""","=""42.33256""","=""""","=""0.00010""","=""L15205""",
"=""82""","=""Pb V""","=""+4""","=""Lead""","=""Pt""","=""[Xe].4f14.5d10""","=""5d10""","=""1S0""","=""[""","=""68.8""","=""]""","=""0.5""","=""L3577""",
"=""82""","=""Pb VI""","=""+5""","=""Lead""","=""Ir""","=""[Xe].4f14.5d9""","=""5d9""","=""2D<5/2>""","=""(""","=""82.9""","="")""","=""2.0""","=""L8672c99""",
"=""82""","=""Pb VII""","=""+6""","=""Lead""","=""Os""","=""[Xe].4f14.5d8""","=""5d8""","=""3F<4>""","=""(""","=""100.1""","="")""","=""2.0""","=""L8672c99""",
"=""82""","=""Pb VIII""","=""+7""","=""Lead""","=""Re""","=""[Xe].4f14.5d7""","=""5d7""","=""4F<9/2>""","=""(""","=""120.0""","="")""","=""2.1""","=""L8672c99""",
"=""82""","=""Pb IX""","=""+8""","=""Lead""","=""W""","=""[Xe].4f14.5d6""","=""5d6""","=""5D<4>""","=""(""","=""138.0""","="")""","=""2.2""","=""L8672c99""",
"=""82""","=""Pb X""","=""+9""","=""Lead""","=""Ta""","=""[Xe].4f14.5d5""","=""5d5""","=""6S<5/2>""","=""(""","=""158.0""","="")""","=""2.2""","=""L8672c99""",
"=""82""","=""Pb XI""","=""+10""","=""Lead""","=""Hf""","=""[Xe].4f14.5d4""","=""5d4""","=""5D0""","=""(""","=""182.0""","="")""","=""2.4""","=""L8672c99""",
"=""82""","=""Pb XII""","=""+11""","=""Lead""","=""Lu""","=""[Xe].4f14.5d3""","=""5d3""","=""4F<3/2>""","=""(""","=""203.0""","="")""","=""2.5""","=""L8672c99""",
"=""82""","=""Pb XIII""","=""+12""","=""Lead""","=""Yb""","=""[Xe].4f14.5d2""","=""5d2""","=""3F<2>""","=""(""","=""224""","="")""","=""3""","=""L8672c99""",
"=""82""","=""Pb XIV""","=""+13""","=""Lead""","=""Tm""","=""[Xe].4f14.5d""","=""5d""","=""2D<3/2>""","=""[""","=""245.1""","=""]""","=""2.2""","=""L3654""",
"=""82""","=""Pb XV""","=""+14""","=""Lead""","=""Er""","=""[Xe].4f14""","=""4f14""","=""1S0""","=""[""","=""338.1""","=""]""","=""1.5""","=""L3654""",
"=""82""","=""Pb XVI""","=""+15""","=""Lead""","=""Ho""","=""[Cd].4f14.5p5""","=""4f14.5p5""","=""2P*<3/2>""","=""(""","=""374""","="")""","=""19""","=""L582""",
"=""82""","=""Pb XVII""","=""+16""","=""Lead""","=""Dy""","=""[Cd].4f14.5p4""","=""4f14.5p4""","=""3P<2>""","=""(""","=""401""","="")""","=""20""","=""L582""",
"=""82""","=""Pb XVIII""","=""+17""","=""Lead""","=""Tb""","=""[Cd].4f14.5p3""","=""4f14.5p3""","=""2P*<3/2>""","=""(""","=""427""","="")""","=""21""","=""L582""",
"=""82""","=""Pb XIX""","=""+18""","=""Lead""","=""Gd""","=""[Cd].4f14.5p2""","=""4f14.5p2""","=""3P0""","=""(""","=""478""","="")""","=""24""","=""L582""",
"=""82""","=""Pb XX""","=""+19""","=""Lead""","=""Eu""","=""[Cd].4f14.5p""","=""4f14.5p""","=""2P*<1/2>""","=""(""","=""507""","="")""","=""25""","=""L582""",
"=""82""","=""Pb XXI""","=""+20""","=""Lead""","=""Sm""","=""[Cd].4f14""","=""4f14""","=""1S0""","=""(""","=""570""","="")""","=""30""","=""L582""",
"=""82""","=""Pb XXII""","=""+21""","=""Lead""","=""Pm""","=""[Cd].4f13""","=""4f13.5s2""","=""2F*<7/2>""","=""(""","=""610""","="")""","=""30""","=""L582""",
"=""82""","=""Pb XXIII""","=""+22""","=""Lead""","=""Nd""","=""[Kr].4d10.4f13.5s""","=""4f13.5s""","=""*""","=""(""","=""650""","="")""","=""30""","=""L582""",
"=""82""","=""Pb XXIV""","=""+23""","=""Lead""","=""Pr""","=""[Kr].4d10.4f13""","=""4f13""","=""2F*<7/2>""","=""(""","=""690""","="")""","=""30""","=""L582""",
"=""82""","=""Pb XXV""","=""+24""","=""Lead""","=""Ce""","=""[Kr].4d10.4f12""","=""4f12""","=""""","=""(""","=""750""","="")""","=""40""","=""L582""",
"=""82""","=""Pb XXVI""","=""+25""","=""Lead""","=""La""","=""[Kr].4d10.4f11""","=""4f11""","=""4I*<15/2>""","=""(""","=""810""","="")""","=""40""","=""L582""",
"=""82""","=""Pb XXVII""","=""+26""","=""Lead""","=""Ba""","=""[Kr].4d10.4f10""","=""4f10""","=""5I<8>""","=""(""","=""870""","="")""","=""40""","=""L582""",
"=""82""","=""Pb XXVIII""","=""+27""","=""Lead""","=""Cs""","=""[Kr].4d10.4f9""","=""4f9""","=""6H*<15/2>""","=""(""","=""930""","="")""","=""50""","=""L582""",
"=""82""","=""Pb XXIX""","=""+28""","=""Lead""","=""Xe""","=""[Kr].4d10.4f8""","=""4f8""","=""7F<6>""","=""(""","=""990""","="")""","=""50""","=""L582""",
"=""82""","=""Pb XXX""","=""+29""","=""Lead""","=""I""","=""[Kr].4d10.4f7""","=""4f7""","=""8S*<7/2>""","=""(""","=""1050""","="")""","=""50""","=""L582""",
"=""82""","=""Pb XXXI""","=""+30""","=""Lead""","=""Te""","=""[Kr].4d10.4f6""","=""4f6""","=""7F0""","=""(""","=""1120""","="")""","=""60""","=""L582""",
"=""82""","=""Pb XXXII""","=""+31""","=""Lead""","=""Sb""","=""[Kr].4d10.4f5""","=""4f5""","=""6H*<5/2>""","=""(""","=""1180""","="")""","=""60""","=""L582""",
"=""82""","=""Pb XXXIII""","=""+32""","=""Lead""","=""Sn""","=""[Kr].4d10.4f4""","=""4f4""","=""5I<4>""","=""(""","=""1240""","="")""","=""60""","=""L582""",
"=""82""","=""Pb XXXIV""","=""+33""","=""Lead""","=""In""","=""[Kr].4d10.4f3""","=""4f3""","=""4I*<9/2>""","=""(""","=""1300""","="")""","=""60""","=""L582""",
"=""82""","=""Pb XXXV""","=""+34""","=""Lead""","=""Cd""","=""[Kr].4d10.4f2""","=""4f2""","=""3H<4>""","=""(""","=""1360""","="")""","=""60""","=""L582""",
"=""82""","=""Pb XXXVI""","=""+35""","=""Lead""","=""Ag""","=""[Kr].4d10.4f""","=""4f""","=""2F*<5/2>""","=""(""","=""1430""","="")""","=""70""","=""L582""",
"=""82""","=""Pb XXXVII""","=""+36""","=""Lead""","=""Pd""","=""[Kr].4d10""","=""4d10""","=""1S0""","=""(""","=""1704""","="")""","=""5""","=""L8672c99""",
"=""82""","=""Pb XXXVIII""","=""+37""","=""Lead""","=""Rh""","=""[Kr].4d9""","=""4d9""","=""2D<5/2>""","=""(""","=""1760""","="")""","=""4""","=""L8672c99""",
"=""82""","=""Pb XXXIX""","=""+38""","=""Lead""","=""Ru""","=""[Kr].4d8""","=""4d8""","=""3F<4>""","=""(""","=""1819""","="")""","=""4""","=""L8672c99""",
"=""82""","=""Pb XL""","=""+39""","=""Lead""","=""Tc""","=""[Kr].4d7""","=""4d7""","=""4F<9/2>""","=""(""","=""1884""","="")""","=""4""","=""L8672c99""",
"=""82""","=""Pb XLI""","=""+40""","=""Lead""","=""Mo""","=""[Kr].4d6""","=""4d6""","=""5D<4>""","=""(""","=""1945""","="")""","=""4""","=""L8672c99""",
"=""82""","=""Pb XLII""","=""+41""","=""Lead""","=""Nb""","=""[Kr].4d5""","=""4d-4.4d+""","=""(0,5/2)<5/2>""","=""(""","=""2004""","="")""","=""4""","=""L8672c99""",
"=""82""","=""Pb XLIII""","=""+42""","=""Lead""","=""Zr""","=""[Kr].4d4""","=""4d4""","=""5D0""","=""(""","=""2101""","="")""","=""4""","=""L8672c99""",
"=""82""","=""Pb XLIV""","=""+43""","=""Lead""","=""Y""","=""[Kr].4d3""","=""4d3""","=""4F<3/2>""","=""(""","=""2163""","="")""","=""4""","=""L8672c99""",
"=""82""","=""Pb XLV""","=""+44""","=""Lead""","=""Sr""","=""[Kr].4d2""","=""4d2""","=""3F<2>""","=""(""","=""2230""","="")""","=""4""","=""L8672c99""",
"=""82""","=""Pb XLVI""","=""+45""","=""Lead""","=""Rb""","=""[Kr].4d""","=""4d""","=""2D<3/2>""","=""(""","=""2292""","="")""","=""4""","=""L8672c99""",
"=""82""","=""Pb XLVII""","=""+46""","=""Lead""","=""Kr""","=""[Ar].3d10.4s2.4p6""","=""4p6""","=""1S0""","=""(""","=""2543""","="")""","=""4""","=""L8672c99""",
